timestamp,Channel_1,Channel_2,Channel_3
2023-10-26 07:50:00.000,0.911826212611301,0.2505712729796013,-1.556829278652401
2023-10-26 07:50:00.004,0.45093810009982493,1.3241684425528744,0.4187501805110113
2023-10-26 07:50:00.008,1.6876072112358655,2.46071094590304,-0.8292195290396402
2023-10-26 07:50:00.012,1.2875911990677318,4.001749362841738,0.34117573187351746
2023-10-26 07:50:00.016,2.9861291599087707,2.8307817442797285,0.5880402989411078
2023-10-26 07:50:00.020,1.963984114246072,2.8119404741242082,-1.0495280148733799
2023-10-26 07:50:00.024,4.361768583663943,3.4955923038012444,0.012761774855626962
2023-10-26 07:50:00.028,2.6268101238351784,1.0341618928981045,0.08373835043791822
2023-10-26 07:50:00.032,4.036581464268612,1.718948066782803,0.4652075575161604
2023-10-26 07:50:00.036,3.3896114987508303,-0.17311949088758483,1.3285959650069752
2023-10-26 07:50:00.040,5.684691064248633,-2.744119392030807,-0.2485520249575468
2023-10-26 07:50:00.044,4.329067584290307,-4.047129086880101,0.3522842208450524
2023-10-26 07:50:00.048,7.324684244894846,-3.4127302857174513,-1.2334972595626286
2023-10-26 07:50:00.052,5.929395450301781,-4.3134646189206585,-0.1387878393530957
2023-10-26 07:50:00.056,4.662366842365233,-1.8470424329085504,1.6243101672595697
2023-10-26 07:50:00.060,5.502373108337592,-2.085754540609098,0.5116764380670964
2023-10-26 07:50:00.064,3.5250346857724093,-0.02694626255544541,1.3318419976241969
2023-10-26 07:50:00.068,3.6341402087774357,2.23631261213228,2.1034195134052203
2023-10-26 07:50:00.072,2.566322116219375,0.24436858951337914,-0.32641530295710475
2023-10-26 07:50:00.076,4.322724787292428,-0.0024852954402243554,3.3069706634843072
2023-10-26 07:50:00.080,4.115199718303526,2.9526612546809634,0.8077012661498386
2023-10-26 07:50:00.084,-0.6897046001657481,2.3527036874162732,3.7325426684981142
2023-10-26 07:50:00.088,2.763067312816706,2.5121629723418923,0.4669097126293662
2023-10-26 07:50:00.092,0.2121891789125392,2.2302676880962906,1.7317350656942185
2023-10-26 07:50:00.096,0.5779292699132148,0.2438143861054357,1.8911446756891364
2023-10-26 07:50:00.100,-0.19142267403590962,-1.5602864595471677,-0.8262779162799081
2023-10-26 07:50:00.104,-1.2210328691766301,-0.43784060893681054,3.0054265603094743
2023-10-26 07:50:00.108,-1.640538667270744,-1.1778201473279508,0.9825347249250407
2023-10-26 07:50:00.112,-2.591460789457156,-3.3811574284199666,1.2498854969076993
2023-10-26 07:50:00.116,0.0007991637551247877,-5.043346597012634,0.5574451466810019
2023-10-26 07:50:00.120,-3.2869275913463203,-2.2727257136216865,1.0105528895673022
2023-10-26 07:50:00.124,-2.7734205037234485,-2.3548619290636594,-0.1552397809488537
2023-10-26 07:50:00.128,-3.340264587428758,-1.955001432566809,-0.21248519364333895
2023-10-26 07:50:00.132,-3.8012075021052345,1.7224234473733504,0.9057670619623204
2023-10-26 07:50:00.136,-5.303765624925809,2.283399784356787,2.182831114011294
2023-10-26 07:50:00.140,-4.944890931353167,3.054543682392934,3.1918932234362547
2023-10-26 07:50:00.144,-4.115943151795037,3.54974424858794,0.7063689786132434
2023-10-26 07:50:00.148,-4.104660537725692,3.9894391529894477,1.622568988773353
2023-10-26 07:50:00.152,-4.559840709597739,3.1647674482328263,3.281847887362782
2023-10-26 07:50:00.156,-5.540092139766409,1.668745624320989,0.8601014072478012
2023-10-26 07:50:00.160,-3.897850297974044,1.9170965751620337,2.800720795961704
2023-10-26 07:50:00.164,-2.5610935433182433,-0.08992821422537867,0.2668760302620943
2023-10-26 07:50:00.168,-2.394555321325872,-0.590666993108858,0.8423510141558046
2023-10-26 07:50:00.172,-4.970039490809079,-4.036571157553363,1.7680243091870713
2023-10-26 07:50:00.176,-4.799614198391398,-3.051549191561161,2.2769728707609582
2023-10-26 07:50:00.180,-1.8099948542269138,-2.398255758016201,3.0413542036592913
2023-10-26 07:50:00.184,-1.8971080771730735,-2.669142190313255,2.0457801846929002
2023-10-26 07:50:00.188,-1.0597211607226305,-3.526169934878603,2.8800441174723654
2023-10-26 07:50:00.192,-1.0867414017177954,-2.3878358195631852,0.9805405015143223
